Jurisdiction,Date,New Cases,7-day Average New Cases,Cumulative cases                          ,Population (2018),New Case Rate,7-Day Average New Case Rate,Cumulative Case Rate
Bucks,7/17/20,55,38.3,6362,628195,8.8,6.1,1012.7
Bucks,7/18/20,36,40.3,6398,628195,5.7,6.4,1018.5
Bucks,7/19/20,0,40.1,6398,628195,0,6.4,1018.5
Bucks,7/20/20,110,47,6508,628195,17.5,7.5,1036
Bucks,7/21/20,36,45.7,6544,628195,5.7,7.3,1041.7
Bucks,7/22/20,28,44,6572,628195,4.5,7,1046.2
Bucks,7/23/20,58,46.1,6630,628195,9.2,7.3,1055.4
Bucks,7/24/20,58,46.6,6688,628195,9.2,7.4,1064.6
Bucks,7/25/20,19,44.1,6707,628195,3,7,1067.7
Bucks,7/26/20,1,44.3,6708,628195,0.2,7,1067.8
Bucks,7/27/20,83,40.4,6791,628195,13.2,6.4,1081
Bucks,7/28/20,42,41.3,6833,628195,6.7,6.6,1087.7
Bucks,7/29/20,52,44.7,6885,628195,8.3,7.1,1096
Bucks,7/30/20,46,43,6931,628195,7.3,6.8,1103.3
Bucks,7/31/20,61,43.4,6992,628195,9.7,6.9,1113
Bucks,8/1/20,26,44.4,7018,628195,4.1,7.1,1117.2
Bucks,8/2/20,1,44.4,7019,628195,0.2,7.1,1117.3
Bucks,8/3/20,77,43.6,7096,628195,12.3,6.9,1129.6
Bucks,8/4/20,20,40.4,7116,628195,3.2,6.4,1132.8
Bucks,8/5/20,45,39.4,7161,628195,7.2,6.3,1139.9
Bucks,8/6/20,21,35.9,7182,628195,3.3,5.7,1143.3
Bucks,8/7/20,32,31.7,7214,628195,5.1,5,1148.4
Bucks,8/8/20,17,30.4,7231,628195,2.7,4.8,1151.1
Bucks,8/9/20,1,30.4,7232,628195,0.2,4.8,1151.2
Bucks,8/10/20,36,24.6,7268,628195,5.7,3.9,1157
Bucks,8/11/20,30,26,7298,628195,4.8,4.1,1161.7
Bucks,8/12/20,36,24.7,7334,628195,5.7,3.9,1167.5
Bucks,8/13/20,32,26.3,7366,628195,5.1,4.2,1172.6
Bucks,8/14/20,46,28.3,7412,628195,7.3,4.5,1179.9
Bucks,8/15/20,35,30.9,7447,628195,5.6,4.9,1185.5
Bucks,8/16/20,0,30.7,7447,628195,0,4.9,1185.5
Bucks,8/17/20,41,31.4,7488,628195,6.5,5,1192
Bucks,8/18/20,18,29.7,7506,628195,2.9,4.7,1194.9
Bucks,8/19/20,33,29.3,7539,628195,5.3,4.7,1200.1
Bucks,8/20/20,28,28.7,7567,628195,4.5,4.6,1204.6
Bucks,8/21/20,19,24.9,7586,628195,3,4,1207.6
Bucks,8/22/20,24,23.3,7610,628195,3.8,3.7,1211.4
Bucks,8/23/20,0,23.3,7610,628195,0,3.7,1211.4
Bucks,8/24/20,37,22.7,7647,628195,5.9,3.6,1217.3
Bucks,8/25/20,25,23.7,7672,628195,4,3.8,1221.3
Bucks,8/26/20,13,20.9,7685,628195,2.1,3.3,1223.3
Bucks,8/27/20,34,21.7,7719,628195,5.4,3.5,1228.8
Bucks,8/28/20,36,24.1,7755,628195,5.7,3.8,1234.5
Bucks,8/29/20,17,23.1,7772,628195,2.7,3.7,1237.2
Bucks,8/30/20,0,23.1,7772,628195,0,3.7,1237.2
Bucks,8/31/20,60,26.4,7832,628195,9.6,4.2,1246.7
Bucks,9/1/20,36,28,7868,628195,5.7,4.5,1252.5
Bucks,9/2/20,30,30.4,7898,628195,4.8,4.8,1257.3
Bucks,9/3/20,62,34.4,7960,628195,9.9,5.5,1267.1
Bucks,9/4/20,40,35,8000,628195,6.4,5.6,1273.5
Bucks,9/5/20,33,37.3,8033,628195,5.3,5.9,1278.7
Bucks,9/6/20,1,37.4,8034,628195,0.2,6,1278.9
Bucks,9/7/20,66,38.3,8100,628195,10.5,6.1,1289.4
Bucks,9/8/20,28,37.1,8128,628195,4.5,5.9,1293.9
Bucks,9/9/20,28,36.9,8156,628195,4.5,5.9,1298.3
Bucks,9/10/20,29,32.1,8185,628195,4.6,5.1,1302.9
Bucks,9/11/20,46,33,8231,628195,7.3,5.3,1310.3
Bucks,9/12/20,30,32.6,8261,628195,4.8,5.2,1315
Bucks,9/13/20,2,32.7,8263,628195,0.3,5.2,1315.4
Bucks,9/14/20,74,33.9,8337,628195,11.8,5.4,1327.1
Bucks,9/15/20,27,33.7,8364,628195,4.3,5.4,1331.4
Bucks,9/16/20,42,35.7,8406,628195,6.7,5.7,1338.1
Bucks,9/17/20,40,37.3,8446,628195,6.4,5.9,1344.5
Bucks,9/18/20,43,36.9,8489,628195,6.8,5.9,1351.3
Bucks,9/19/20,38,38,8527,628195,6,6,1357.4
Bucks,9/20/20,1,37.9,8528,628195,0.2,6,1357.5
Bucks,9/21/20,69,37.1,8597,628195,11,5.9,1368.5
Bucks,9/22/20,26,37,8623,628195,4.1,5.9,1372.7
Bucks,9/23/20,60,39.6,8683,628195,9.6,6.3,1382.2
Bucks,9/24/20,33,38.6,8716,628195,5.3,6.1,1387.5
Bucks,9/25/20,28,36.4,8744,628195,4.5,5.8,1391.9
Bucks,9/26/20,47,37.7,8791,628195,7.5,6,1399.4
Bucks,9/27/20,2,37.9,8793,628195,0.3,6,1399.7
Bucks,9/28/20,63,37,8856,628195,10,5.9,1409.8
Bucks,9/29/20,36,38.4,8892,628195,5.7,6.1,1415.5
Bucks,9/30/20,54,37.6,8946,628195,8.6,6,1424.1
Bucks,10/1/20,36,38,8982,628195,5.7,6,1429.8
Bucks,10/2/20,41,39.9,9023,628195,6.5,6.3,1436.3
Bucks,10/3/20,22,36.3,9045,628195,3.5,5.8,1439.8
Bucks,10/4/20,0,36,9045,628195,0,5.7,1439.8
Bucks,10/5/20,51,34.3,9096,628195,8.1,5.5,1448
Bucks,10/6/20,26,32.9,9122,628195,4.1,5.2,1452.1
Bucks,10/7/20,52,32.6,9174,628195,8.3,5.2,1460.4
Bucks,10/8/20,61,36.1,9235,628195,9.7,5.8,1470.1
Bucks,10/9/20,57,38.4,9292,628195,9.1,6.1,1479.2
Bucks,10/10/20,21,38.3,9313,628195,3.3,6.1,1482.5
Bucks,10/11/20,2,38.6,9315,628195,0.3,6.1,1482.8
Bucks,10/12/20,73,41.7,9388,628195,11.6,6.6,1494.4
Bucks,10/13/20,32,42.6,9420,628195,5.1,6.8,1499.5
Bucks,10/14/20,47,41.9,9467,628195,7.5,6.7,1507
Bucks,10/15/20,63,42.1,9530,628195,10,6.7,1517
Bucks,10/16/20,38,39.4,9568,628195,6,6.3,1523.1
Bucks,10/17/20,36,41.6,9604,628195,5.7,6.6,1528.8
Bucks,10/18/20,0,41.3,9604,628195,0,6.6,1528.8
Bucks,10/19/20,69,40.7,9673,628195,11,6.5,1539.8
Bucks,10/20/20,36,41.3,9709,628195,5.7,6.6,1545.5
Bucks,10/21/20,63,43.6,9772,628195,10,6.9,1555.6
Bucks,10/22/20,80,46,9852,628195,12.7,7.3,1568.3
Bucks,10/23/20,71,50.7,9923,628195,11.3,8.1,1579.6
Bucks,10/24/20,75,56.3,9998,628195,11.9,9,1591.5
Bucks,10/25/20,1,56.4,9999,628195,0.2,9,1591.7
Bucks,10/26/20,102,61.1,10101,628195,16.2,9.7,1607.9
Bucks,10/27/20,61,64.7,10162,628195,9.7,10.3,1617.7
Bucks,10/28/20,67,65.3,10229,628195,10.7,10.4,1628.3
Bucks,10/29/20,107,69.1,10336,628195,17,11,1645.3
Bucks,10/30/20,102,73.6,10438,628195,16.2,11.7,1661.6
Bucks,10/31/20,48,69.7,10486,628195,7.6,11.1,1669.2
Bucks,11/1/20,1,69.7,10487,628195,0.2,11.1,1669.4
Bucks,11/2/20,194,82.9,10681,628195,30.9,13.2,1700.3
Bucks,11/3/20,72,84.4,10753,628195,11.5,13.4,1711.7
Bucks,11/4/20,133,93.9,10886,628195,21.2,14.9,1732.9
Bucks,11/5/20,166,102.3,11052,628195,26.4,16.3,1759.3
Bucks,11/6/20,130,106.3,11182,628195,20.7,16.9,1780
Bucks,11/7/20,68,109.1,11250,628195,10.8,17.4,1790.8
Bucks,11/8/20,3,109.4,11253,628195,0.5,17.4,1791.3
Bucks,11/9/20,336,129.7,11589,628195,53.5,20.6,1844.8
Bucks,11/10/20,224,151.4,11813,628195,35.7,24.1,1880.5
Bucks,11/11/20,256,169,12069,628195,40.8,26.9,1921.2
Bucks,11/12/20,233,178.6,12302,628195,37.1,28.4,1958.3
Bucks,11/13/20,237,193.9,12539,628195,37.7,30.9,1996
Bucks,11/14/20,304,227.6,12843,628195,48.4,36.2,2044.4
Bucks,11/15/20,217,258.1,13060,628195,34.5,41.1,2079
Bucks,11/16/20,245,245.1,13305,628195,39,39,2118
Bucks,11/17/20,349,263,13654,628195,55.6,41.9,2173.5
Bucks,11/18/20,374,279.9,14028,628195,59.5,44.5,2233.1
Bucks,11/19/20,331,293.9,14359,628195,52.7,46.8,2285.8
Bucks,11/20/20,378,314,14737,628195,60.2,50,2345.9
Bucks,11/21/20,300,313.4,15037,628195,47.8,49.9,2393.7
Bucks,11/22/20,72,292.7,15109,628195,11.5,46.6,2405.1
Bucks,11/23/20,148,278.9,15257,628195,23.6,44.4,2428.7
Bucks,11/24/20,233,262.3,15490,628195,37.1,41.8,2465.8
Bucks,11/25/20,584,292.3,16074,628195,93,46.5,2558.8
Bucks,11/26/20,526,320.1,16600,628195,83.7,51,2642.5
Bucks,11/27/20,347,315.7,16947,628195,55.2,50.3,2697.7
Bucks,11/28/20,507,345.3,17454,628195,80.7,55,2778.4
Bucks,11/29/20,279,374.9,17733,628195,44.4,59.7,2822.8
Butler,3/1/20,0,,0,187888,0,,0
Butler,3/2/20,0,,0,187888,0,,0
Butler,3/3/20,0,,0,187888,0,,0
Butler,3/4/20,0,,0,187888,0,,0
Butler,3/5/20,0,,0,187888,0,,0
Butler,3/6/20,0,,0,187888,0,,0
Butler,3/7/20,0,,0,187888,0,,0
Butler,3/8/20,0,0,0,187888,0,0,0
Butler,3/9/20,0,0,0,187888,0,0,0
Butler,3/10/20,0,0,0,187888,0,0,0
Butler,3/11/20,0,0,0,187888,0,0,0
Butler,3/12/20,0,0,0,187888,0,0,0
Butler,3/13/20,0,0,0,187888,0,0,0
Butler,3/14/20,0,0,0,187888,0,0,0
Butler,3/15/20,0,0,0,187888,0,0,0
Butler,3/16/20,0,0,0,187888,0,0,0
Butler,3/17/20,0,0,0,187888,0,0,0
Butler,3/18/20,0,0,0,187888,0,0,0
Butler,3/19/20,0,0,0,187888,0,0,0
Butler,3/20/20,1,0.1,1,187888,0.5,0.1,0.5
Butler,3/21/20,0,0.1,1,187888,0,0.1,0.5
Butler,3/22/20,3,0.6,4,187888,1.6,0.3,2.1
Butler,3/23/20,2,0.9,6,187888,1.1,0.5,3.2
Butler,3/24/20,6,1.7,12,187888,3.2,0.9,6.4
Butler,3/25/20,6,2.6,18,187888,3.2,1.4,9.6
Butler,3/26/20,7,3.6,25,187888,3.7,1.9,13.3
Butler,3/27/20,15,5.6,40,187888,8,3,21.3
Butler,3/28/20,7,6.6,47,187888,3.7,3.5,25
Butler,3/29/20,2,6.4,49,187888,1.1,3.4,26.1
Butler,3/30/20,11,7.7,60,187888,5.9,4.1,31.9
Butler,3/31/20,4,7.4,64,187888,2.1,4,34.1
Butler,4/1/20,6,7.4,70,187888,3.2,4,37.3
Butler,4/2/20,6,7.3,76,187888,3.2,3.9,40.4
Butler,4/3/20,9,6.4,85,187888,4.8,3.4,45.2
Butler,4/4/20,3,5.9,88,187888,1.6,3.1,46.8
Butler,4/5/20,4,6.1,92,187888,2.1,3.3,49
Butler,4/6/20,16,6.9,108,187888,8.5,3.6,57.5
Butler,4/7/20,5,7,113,187888,2.7,3.7,60.1
Butler,4/8/20,1,6.3,114,187888,0.5,3.3,60.7
Butler,4/9/20,10,6.9,124,187888,5.3,3.6,66
Butler,4/10/20,10,7,134,187888,5.3,3.7,71.3
Butler,4/11/20,2,6.9,136,187888,1.1,3.6,72.4
Butler,4/12/20,7,7.3,143,187888,3.7,3.9,76.1
Butler,4/13/20,2,5.3,145,187888,1.1,2.8,77.2
Butler,4/14/20,7,5.6,152,187888,3.7,3,80.9
Butler,4/15/20,5,6.1,157,187888,2.7,3.3,83.6
Butler,4/16/20,1,4.9,158,187888,0.5,2.6,84.1
Butler,4/17/20,2,3.7,160,187888,1.1,2,85.2
Butler,4/18/20,1,3.6,161,187888,0.5,1.9,85.7
Butler,4/19/20,0,2.6,161,187888,0,1.4,85.7
Butler,4/20/20,0,2.3,161,187888,0,1.2,85.7
Butler,4/21/20,2,1.6,163,187888,1.1,0.8,86.8
Butler,4/22/20,2,1.1,165,187888,1.1,0.6,87.8
Butler,4/23/20,4,1.6,169,187888,2.1,0.8,89.9
Butler,4/24/20,0,1.3,169,187888,0,0.7,89.9
Butler,4/25/20,1,1.3,170,187888,0.5,0.7,90.5
Butler,4/26/20,0,1.3,170,187888,0,0.7,90.5
Butler,4/27/20,5,2,175,187888,2.7,1.1,93.1
Butler,4/28/20,2,2,177,187888,1.1,1.1,94.2
Butler,4/29/20,2,2,179,187888,1.1,1.1,95.3
Butler,4/30/20,2,1.7,181,187888,1.1,0.9,96.3
Butler,5/1/20,2,2,183,187888,1.1,1.1,97.4
Butler,5/2/20,1,2,184,187888,0.5,1.1,97.9
Butler,5/3/20,0,2,184,187888,0,1.1,97.9
Butler,5/4/20,1,1.4,185,187888,0.5,0.8,98.5
Butler,5/5/20,2,1.4,187,187888,1.1,0.8,99.5
Butler,5/6/20,3,1.6,190,187888,1.6,0.8,101.1
Butler,5/7/20,2,1.6,192,187888,1.1,0.8,102.2
Butler,5/8/20,2,1.6,194,187888,1.1,0.8,103.3
Butler,5/9/20,1,1.6,195,187888,0.5,0.8,103.8
Butler,5/10/20,0,1.6,195,187888,0,0.8,103.8
Butler,5/11/20,2,1.7,197,187888,1.1,0.9,104.8
Butler,5/12/20,1,1.6,198,187888,0.5,0.8,105.4
Butler,5/13/20,1,1.3,199,187888,0.5,0.7,105.9
Butler,5/14/20,3,1.4,202,187888,1.6,0.8,107.5
Butler,5/15/20,0,1.1,202,187888,0,0.6,107.5
Butler,5/16/20,1,1.1,203,187888,0.5,0.6,108
Butler,5/17/20,0,1.1,203,187888,0,0.6,108
Butler,5/18/20,3,1.3,206,187888,1.6,0.7,109.6
Butler,5/19/20,2,1.4,208,187888,1.1,0.8,110.7
Butler,5/20/20,0,1.3,208,187888,0,0.7,110.7
Butler,5/21/20,0,0.9,208,187888,0,0.5,110.7
Butler,5/22/20,7,1.9,215,187888,3.7,1,114.4
Butler,5/23/20,3,2.1,218,187888,1.6,1.1,116
Butler,5/24/20,4,2.7,222,187888,2.1,1.4,118.2
Butler,5/25/20,1,2.4,223,187888,0.5,1.3,118.7
Butler,5/26/20,2,2.4,225,187888,1.1,1.3,119.8
Butler,5/27/20,1,2.6,226,187888,0.5,1.4,120.3
Butler,5/28/20,1,2.7,227,187888,0.5,1.4,120.8
Butler,5/29/20,2,2,229,187888,1.1,1.1,121.9
Butler,5/30/20,1,1.7,230,187888,0.5,0.9,122.4
Butler,5/31/20,0,1.1,230,187888,0,0.6,122.4
Butler,6/1/20,1,1.1,231,187888,0.5,0.6,122.9
Butler,6/2/20,3,1.3,234,187888,1.6,0.7,124.5
Butler,6/3/20,5,1.9,239,187888,2.7,1,127.2
Butler,6/4/20,0,1.7,239,187888,0,0.9,127.2
Butler,6/5/20,4,2,243,187888,2.1,1.1,129.3
Butler,6/6/20,3,2.3,246,187888,1.6,1.2,130.9
Butler,6/7/20,0,2.3,246,187888,0,1.2,130.9
Butler,6/8/20,2,2.4,248,187888,1.1,1.3,132
Butler,6/9/20,1,2.1,249,187888,0.5,1.1,132.5
Butler,6/10/20,5,2.1,254,187888,2.7,1.1,135.2
Butler,6/11/20,2,2.4,256,187888,1.1,1.3,136.3
Butler,6/12/20,1,2,257,187888,0.5,1.1,136.8
Butler,6/13/20,0,1.6,257,187888,0,0.8,136.8
Butler,6/14/20,1,1.7,258,187888,0.5,0.9,137.3
Butler,6/15/20,1,1.6,259,187888,0.5,0.8,137.8
Butler,6/16/20,3,1.9,262,187888,1.6,1,139.4
Butler,6/17/20,0,1.1,262,187888,0,0.6,139.4
Butler,6/18/20,1,1,263,187888,0.5,0.5,140
Butler,6/19/20,0,0.9,263,187888,0,0.5,140
Butler,6/20/20,6,1.7,269,187888,3.2,0.9,143.2
Butler,6/21/20,3,2,272,187888,1.6,1.1,144.8
Butler,6/22/20,2,2.1,274,187888,1.1,1.1,145.8
Butler,6/23/20,3,2.1,277,187888,1.6,1.1,147.4
Butler,6/24/20,2,2.4,279,187888,1.1,1.3,148.5
Butler,6/25/20,5,3,284,187888,2.7,1.6,151.2
Butler,6/26/20,5,3.7,289,187888,2.7,2,153.8
Butler,6/27/20,4,3.4,293,187888,2.1,1.8,155.9
Butler,6/28/20,0,3,293,187888,0,1.6,155.9
Butler,6/29/20,13,4.6,306,187888,6.9,2.4,162.9
Butler,6/30/20,5,4.9,311,187888,2.7,2.6,165.5
Butler,7/1/20,4,5.1,315,187888,2.1,2.7,167.7
Butler,7/2/20,7,5.4,322,187888,3.7,2.9,171.4
Butler,7/3/20,14,6.7,336,187888,7.5,3.6,178.8
Butler,7/4/20,9,7.4,345,187888,4.8,4,183.6
Butler,7/5/20,6,8.3,351,187888,3.2,4.4,186.8
Butler,7/6/20,13,8.3,364,187888,6.9,4.4,193.7
Butler,7/7/20,11,9.1,375,187888,5.9,4.9,199.6
Butler,7/8/20,2,8.9,377,187888,1.1,4.7,200.7
Butler,7/9/20,1,8,378,187888,0.5,4.3,201.2
Butler,7/10/20,7,7,385,187888,3.7,3.7,204.9
Butler,7/11/20,24,9.1,409,187888,12.8,4.9,217.7
Butler,7/12/20,6,9.1,415,187888,3.2,4.9,220.9
Butler,7/13/20,6,8.1,421,187888,3.2,4.3,224.1
Butler,7/14/20,11,8.1,432,187888,5.9,4.3,229.9
Butler,7/15/20,12,9.6,444,187888,6.4,5.1,236.3
Butler,7/16/20,5,10.1,449,187888,2.7,5.4,239
Butler,7/17/20,10,10.6,459,187888,5.3,5.6,244.3
Butler,7/18/20,4,7.7,463,187888,2.1,4.1,246.4
Butler,7/19/20,18,9.4,481,187888,9.6,5,256
Butler,7/20/20,16,10.9,497,187888,8.5,5.8,264.5
Butler,7/21/20,2,9.6,499,187888,1.1,5.1,265.6
Butler,7/22/20,14,9.9,513,187888,7.5,5.2,273
Butler,7/23/20,4,9.7,517,187888,2.1,5.2,275.2
Butler,7/24/20,8,9.4,525,187888,4.3,5,279.4
Butler,7/25/20,9,10.1,534,187888,4.8,5.4,284.2
Butler,7/26/20,10,9,544,187888,5.3,4.8,289.5
Butler,7/27/20,9,8,553,187888,4.8,4.3,294.3
Butler,7/28/20,9,9,562,187888,4.8,4.8,299.1
Butler,7/29/20,7,8,569,187888,3.7,4.3,302.8
Butler,7/30/20,5,8.1,574,187888,2.7,4.3,305.5
Butler,7/31/20,8,8.1,582,187888,4.3,4.3,309.8
Butler,8/1/20,1,7,583,187888,0.5,3.7,310.3
Butler,8/2/20,6,6.4,589,187888,3.2,3.4,313.5
Butler,8/3/20,7,6.1,596,187888,3.7,3.3,317.2
Butler,8/4/20,4,5.4,600,187888,2.1,2.9,319.3
Butler,8/5/20,7,5.4,607,187888,3.7,2.9,323.1
Butler,8/6/20,14,6.7,621,187888,7.5,3.6,330.5
Butler,8/7/20,5,6.3,626,187888,2.7,3.3,333.2
Butler,8/8/20,14,8.1,640,187888,7.5,4.3,340.6
Butler,8/9/20,7,8.3,647,187888,3.7,4.4,344.4
Butler,8/10/20,13,9.1,660,187888,6.9,4.9,351.3
Butler,8/11/20,5,9.3,665,187888,2.7,4.9,353.9
Butler,8/12/20,5,9,670,187888,2.7,4.8,356.6
Butler,8/13/20,3,7.4,673,187888,1.6,4,358.2
Butler,8/14/20,11,8.3,684,187888,5.9,4.4,364
Butler,8/15/20,7,7.3,691,187888,3.7,3.9,367.8
Butler,8/16/20,15,8.4,706,187888,8,4.5,375.8
Butler,8/17/20,7,7.6,713,187888,3.7,4,379.5
Butler,8/18/20,5,7.6,718,187888,2.7,4,382.1
Butler,8/19/20,11,8.4,729,187888,5.9,4.5,388
Butler,8/20/20,4,8.6,733,187888,2.1,4.6,390.1
Butler,8/21/20,5,7.7,738,187888,2.7,4.1,392.8
Butler,8/22/20,6,7.6,744,187888,3.2,4,396
Butler,8/23/20,4,6,748,187888,2.1,3.2,398.1
Butler,8/24/20,5,5.7,753,187888,2.7,3,400.8
Butler,8/25/20,5,5.7,758,187888,2.7,3,403.4
Butler,8/26/20,4,4.7,762,187888,2.1,2.5,405.6
Butler,8/27/20,2,4.4,764,187888,1.1,2.4,406.6
Butler,8/28/20,7,4.7,771,187888,3.7,2.5,410.4
Butler,8/29/20,11,5.4,782,187888,5.9,2.9,416.2
Butler,8/30/20,5,5.6,787,187888,2.7,3,418.9
Butler,8/31/20,4,5.4,791,187888,2.1,2.9,421
Butler,9/1/20,13,6.6,804,187888,6.9,3.5,427.9
Butler,9/2/20,6,6.9,810,187888,3.2,3.6,431.1
Butler,9/3/20,20,9.4,830,187888,10.6,5,441.8
Butler,9/4/20,10,9.9,840,187888,5.3,5.2,447.1
Butler,9/5/20,20,11.1,860,187888,10.6,5.9,457.7
Butler,9/6/20,20,13.3,880,187888,10.6,7.1,468.4
Butler,9/7/20,2,13,882,187888,1.1,6.9,469.4
Butler,9/8/20,13,13,895,187888,6.9,6.9,476.3
Butler,9/9/20,20,15,915,187888,10.6,8,487
Butler,9/10/20,5,12.9,920,187888,2.7,6.8,489.7
Butler,9/11/20,9,12.7,929,187888,4.8,6.8,494.4
Butler,9/12/20,5,10.6,934,187888,2.7,5.6,497.1
Butler,9/13/20,7,8.7,941,187888,3.7,4.6,500.8
Butler,9/14/20,6,9.3,947,187888,3.2,4.9,504
Butler,9/15/20,6,8.3,953,187888,3.2,4.4,507.2
Butler,9/16/20,17,7.9,970,187888,9,4.2,516.3
Butler,9/17/20,5,7.9,975,187888,2.7,4.2,518.9
Butler,9/18/20,0,6.6,975,187888,0,3.5,518.9
Butler,9/19/20,11,7.4,986,187888,5.9,4,524.8
Butler,9/20/20,15,8.6,1001,187888,8,4.6,532.8
Butler,9/21/20,1,7.9,1002,187888,0.5,4.2,533.3
Butler,9/22/20,6,7.9,1008,187888,3.2,4.2,536.5
Butler,9/23/20,1,5.6,1009,187888,0.5,3,537
Butler,9/24/20,15,7,1024,187888,8,3.7,545
Butler,9/25/20,8,8.1,1032,187888,4.3,4.3,549.3
Butler,9/26/20,7,7.6,1039,187888,3.7,4,553
Butler,9/27/20,13,7.3,1052,187888,6.9,3.9,559.9
Butler,9/28/20,3,7.6,1055,187888,1.6,4,561.5
Butler,9/29/20,10,8.1,1065,187888,5.3,4.3,566.8
Butler,9/30/20,10,9.4,1075,187888,5.3,5,572.1
Butler,10/1/20,14,9.3,1089,187888,7.5,4.9,579.6
Butler,10/2/20,10,9.6,1099,187888,5.3,5.1,584.9
Butler,10/3/20,8,9.7,1107,187888,4.3,5.2,589.2
Butler,10/4/20,22,11,1129,187888,11.7,5.9,600.9
Butler,10/5/20,5,11.3,1134,187888,2.7,6,603.6
Butler,10/6/20,5,10.6,1139,187888,2.7,5.6,606.2
Butler,10/7/20,18,11.7,1157,187888,9.6,6.2,615.8
Butler,10/8/20,16,12,1173,187888,8.5,6.4,624.3
Butler,10/9/20,21,13.6,1194,187888,11.2,7.2,635.5
Butler,10/10/20,24,15.9,1218,187888,12.8,8.4,648.3
Butler,10/11/20,24,16.1,1242,187888,12.8,8.6,661
Butler,10/12/20,24,18.9,1266,187888,12.8,10,673.8
Butler,10/13/20,18,20.7,1284,187888,9.6,11,683.4
Butler,10/14/20,24,21.6,1308,187888,12.8,11.5,696.2
Butler,10/15/20,15,21.4,1323,187888,8,11.4,704.1
Butler,10/16/20,19,21.1,1342,187888,10.1,11.3,714.3
Butler,10/17/20,19,20.4,1361,187888,10.1,10.9,724.4
Butler,10/18/20,38,22.4,1399,187888,20.2,11.9,744.6
Butler,10/19/20,21,22,1420,187888,11.2,11.7,755.8
Butler,10/20/20,19,22.1,1439,187888,10.1,11.8,765.9
Butler,10/21/20,36,23.9,1475,187888,19.2,12.7,785
Butler,10/22/20,38,27.1,1513,187888,20.2,14.4,805.3
Butler,10/23/20,36,29.6,1549,187888,19.2,15.7,824.4
Butler,10/24/20,33,31.6,1582,187888,17.6,16.8,842
Butler,10/25/20,36,31.3,1618,187888,19.2,16.7,861.2
Butler,10/26/20,37,33.6,1655,187888,19.7,17.9,880.8
Butler,10/27/20,29,35,1684,187888,15.4,18.6,896.3
Butler,10/28/20,44,36.1,1728,187888,23.4,19.2,919.7
Butler,10/29/20,45,37.1,1773,187888,24,19.8,943.6
Butler,10/30/20,43,38.1,1816,187888,22.9,20.3,966.5
Butler,10/31/20,27,37.3,1843,187888,14.4,19.8,980.9
Butler,11/1/20,88,44.7,1931,187888,46.8,23.8,1027.7
Butler,11/2/20,44,45.7,1975,187888,23.4,24.3,1051.2
Butler,11/3/20,28,45.6,2003,187888,14.9,24.3,1066.1
Butler,11/4/20,18,41.9,2021,187888,9.6,22.3,1075.6
Butler,11/5/20,68,45.1,2089,187888,36.2,24,1111.8
Butler,11/6/20,113,55.1,2202,187888,60.1,29.3,1172
Butler,11/7/20,71,61.4,2273,187888,37.8,32.7,1209.8
Butler,11/8/20,60,57.4,2333,187888,31.9,30.6,1241.7
Butler,11/9/20,102,65.7,2435,187888,54.3,35,1296
Butler,11/10/20,89,74.4,2524,187888,47.4,39.6,1343.4
Butler,11/11/20,107,87.1,2631,187888,56.9,46.4,1400.3
Butler,11/12/20,71,87.6,2702,187888,37.8,46.6,1438.1
Butler,11/13/20,103,86.1,2805,187888,54.8,45.8,1492.9
Butler,11/14/20,58,84.3,2863,187888,30.9,44.9,1523.8
Butler,11/15/20,83,87.6,2946,187888,44.2,46.6,1568
Butler,11/16/20,122,90.4,3068,187888,64.9,48.1,1632.9
Butler,11/17/20,110,93.4,3178,187888,58.5,49.7,1691.4
Butler,11/18/20,105,93.1,3283,187888,55.9,49.6,1747.3
Butler,11/19/20,110,98.7,3393,187888,58.5,52.5,1805.9
Butler,11/20/20,115,100.4,3508,187888,61.2,53.5,1867.1
Butler,11/21/20,100,106.4,3608,187888,53.2,56.6,1920.3
Butler,11/22/20,50,101.7,3658,187888,26.6,54.1,1946.9
Butler,11/23/20,146,105.1,3804,187888,77.7,56,2024.6
Butler,11/24/20,202,118.3,4006,187888,107.5,63,2132.1
Butler,11/25/20,125,121.1,4131,187888,66.5,64.5,2198.7
Butler,11/26/20,91,118.4,4222,187888,48.4,63,2247.1
Butler,11/27/20,118,118.9,4340,187888,62.8,63.3,2309.9
Butler,11/28/20,129,123,4469,187888,68.7,65.5,2378.5
Butler,11/29/20,63,124.9,4532,187888,33.5,66.5,2412.1
Cambria,3/1/20,0,,0,131730,0,,0
Cambria,3/2/20,0,,0,131730,0,,0
Cambria,3/3/20,0,,0,131730,0,,0
Cambria,3/4/20,0,,0,131730,0,,0
Cambria,3/5/20,0,,0,131730,0,,0
Cambria,3/6/20,0,,0,131730,0,,0
Cambria,3/7/20,0,,0,131730,0,,0
Cambria,3/8/20,0,0,0,131730,0,0,0
Cambria,3/9/20,0,0,0,131730,0,0,0
Cambria,3/10/20,0,0,0,131730,0,0,0
Cambria,3/11/20,0,0,0,131730,0,0,0
Cambria,3/12/20,0,0,0,131730,0,0,0
Cambria,3/13/20,0,0,0,131730,0,0,0
Cambria,3/14/20,0,0,0,131730,0,0,0
Cambria,3/15/20,0,0,0,131730,0,0,0
Cambria,3/16/20,0,0,0,131730,0,0,0
Cambria,3/17/20,0,0,0,131730,0,0,0
